Year,Class,Affiliations,Abstract,Keywords,Funding,Title,llm_ml_classify
2024.0,surveillance and outbreak monitoring,"Institut de Recherches en Sciences de la Santé, Centre National de la Recherche Scientifique et Technologique, Ouagadougou, Burkina Faso; Innovative Vector Control Consortium (IVCC), Liverpool, United Kingdom; Mitsui Chemicals Crop & amp; Life Solutions, Inc., Tokyo, Japan; Permanent Secretariat for Malaria Elimination, Ouagadougou, Burkina Faso","Background: The WHO Global Malaria Programme advocates for a comprehensive, strategic approach to managing insecticide resistance, highlighting the importance of using multiple insecticides with different modes of action through rotations and combinations. To slow the spread of resistance, it is essential to develop and evaluate new formulations that feature unique modes of action and extended residual effects. Addressing this need, Mitsui Chemicals Crop & Life Solutions, Inc., developed VECTRON™ T500, a new indoor residual spraying (IRS) formulation using broflanilide, applied at a dosage of 100 mg AI/m2. This formulation was tested in a Phase III community trial, alongside Actellic® 300CS, a commonly used IRS product containing pirimiphos-methyl, applied at the recommended dosage of 1000 mg AI/m2. Methods: Monthly WHO wall cone bioassays were performed to assess the efficacy of the interventions using three mosquito strains: the laboratory-bred, insecticide-susceptible Anopheles gambiae s.s. Kisumu strain, the insecticide-resistant Anopheles coluzzii VKPer strain, and wild Anopheles gambiae s.l. mosquitoes from the Vallée du Kou, where the study was conducted. Vector surveillance was carried out to compare the results between sites treated with VECTRON™ T500, Actellic® 300CS, and an untreated control site. In addition, any reported adverse effects were closely monitored to evaluate the community’s acceptance of VECTRON™ T500. Results: VECTRON™ T500 consistently achieved 100% mortality across all wall types for both susceptible and resistant mosquito strains over the 12-month period. In comparison, Actellic® 300CS induced < 80% mortality for both strains, irrespective of the wall substrate. When assessing delayed mortality in An. gambiae s.l. mosquitoes collected from sites treated with Actellic® 300CS (VK1) and VECTRON™ T500 (VK3), a statistically significant difference was noted after a 72-h holding period compared to the control site (RR = 0.51, CI95% = [0.31–0.6], P = 0.0026). Additionally, no adverse events were reported in households sprayed with VECTRON™ T500. Conclusions: The residual efficacy of VECTRON™ T500 extended for 12 months post-spraying, effectively covering the full malaria transmission season while maintaining high mortality rates in pyrethroid-resistant malaria vectors. VECTRON™ T500 demonstrated non-inferiority in performance compared to Actellic® 300CS, the standard reference product. This new IRS formulation has the potential to play a crucial role in managing insecticide resistance by being integrated into a rotational strategy alongside other IRS products containing insecticides with different modes of action. Graphical Abstract: (Figure presented.) © The Author(s) 2024.",Actellic<sup>®</sup> 300CS; Anopheles gambiaes.l; Burkina Faso; Efficacy; Indoor residual spraying; VECTRON<sup>™</sup> T500,"Mitsui Chemicals Crop & Life Solutions, Inc","Long-lasting residual efficacy of a new indoor residual spraying product, VECTRON™ T500 (broflanilide), against pyrethroid-resistant malaria vectors and its acceptance in a community trial in Burkina Faso",NO
2024.0,diagnostics,"Department of Life Science, Bangalore University, Karnataka, Bangalore, 560056, India; Laboratory for Structural Biology and Bio-Computing, Department of Computational and Data Sciences, Indian Institute of Science, Karnataka, Bangalore, 560012, India","Zika virus (ZIKV) and Dengue virus (DENV) infections cause severe disease in humans and are significant socio-economic burden worldwide. These flavivirus infections are difficult to diagnose serologically due to antigenic overlap. The phylogenetic analysis shows that ZIKV clusters with DENVs at a higher node of the phylogenetic tree with significant genomic and structural similarity. Our study aims to identify gene biomarkers for the classification of Dengue and Zika viral infections using machine learning algorithms and bioinformatics analysis. The gene expression count matrix for single-cell RNA sequencing dataset GSE110496 was analyzed using binary classifiers, namely Logistic regression, Support Vector Machines, Random Forest, and Decision trees. The GSE110496 dataset represents a unique study of the transcriptional and translational dynamics of DENV and ZIKV infections at 4-, 12-, 24-, and 48-h time points for human hepatoma (Huh7) cells. Out of which 24-h time point has been analyzed in this study, at the optimal threshold of viral molecules. Feature selection was performed using two different approaches Random Forest Classifier (RFC) for gene ranking and Recursive Feature Elimination (RFE). Out of which RFE, showed more accuracy and precision. The classification accuracy of 89.4% and the precision of 90% were obtained using selected 10 gene features. SCY1 Like Pseudokinase 3 (SCYL3), Chromosome 1 Open Reading Frame 112 (C1orf112), Complement factor H (CFH), Heme-binding protein 1 (HEBP1), Cadherin 1 (CDH1), Nibrin (NBN), Histone deacetylase 5 (HDAC5), nuclear receptor subfamily 0, group B, member 2 (NR0B2), Annexin A9 (ANXA9) and Alcohol dehydrogenase 6 (ADH6) are the proposed gene biomarkers in this study. The functional analysis of the reported biomarkers was performed using KEGG and GO with the WEB-based Gene SeT AnaLysis Toolkit (WebGestalt). The relationship of the selected biomarkers with DENV and ZIKV infections analyzed using a gene–gene interaction network showed important interactions for viral entry, replication, translation, and metabolic pathways. These biomarkers are potential diagnostic markers for DENV and ZIKV infections based on machine learning analysis and need further experimental validation. Graphical abstract: (Figure presented.). © The Author(s), under exclusive licence to Indian Virological Society 2024.",Biomarkers; Dengue; Machine learning; Single cell RNA sequencing; Zika,"University Grants Commission, UGC; Science and Engineering Research Board, SERB; Department of Science and Technology, Ministry of Science and Technology, India, DST; Minority Welfare Department; DST-TARE, (TAR/2022/000483); DST-KSTePS, (-15:2022-23/ 1011)",Machine learning-based gene expression biomarkers to distinguish Zika and Dengue virus infections: implications for diagnosis,YES
2024.0,surveillance and outbreak monitoring,"Shandong University of Finance and Economics, Shandong, Ji'nan, 250002, China","This study examines the spatial and temporal patterns of influenza and malaria incidence using an ARMA-BP combination model. The approach employs the dynamic series method to identify epidemic patterns of these diseases while assessing serial autocorrelation coefficients, performing randomness tests, and establishing a forecasting model. Additionally, it evaluates the impact of seasonal and meteorological factors on the epidemiology of influenza and malaria to ascertain the model's efficacy in predicting incidence rates and trends. The findings indicate that the peak period for influenza incidence typically occurs during the transition from winter to spring, specifically between weeks 2 and 14. The correlation coefficients between temperature variables and malaria incidence generally ranged from 0.7 to 0.9. The ARMA-BP model demonstrated robust short-term predictive capabilities for influenza, showing a high degree of concordance in predictions for 2021 and 2022, though it performed less satisfactorily for 2023. For malaria, the predicted and actual incidence trends were largely consistent, with prediction errors consistently below 0.01. Consequently, this underscores the need for enhanced data collection on factors influencing disease dynamics. This research provides valuable decision-making support, scientific insights, and theoretical guidance for enhancing disease monitoring and prediction strategies. © 2024 Xinren Zhang, published by Sciendo.",ARMA-BP model; Predicted incidence rate; Randomness test; Seasonal factors; Spatiotemporal distribution,,Machine-learning-based analysis of biomedical time-series data: The monitoring and prediction of disease progression,NO
2024.0,diagnostics,"Department of Medical Laboratory, Institute of Health Science, Jimma University, South West, Jimma, Ethiopia; Department of Medical Laboratory, College of Health Science, Wolkite University, Central Part of Ethiopia, Wolkite, Ethiopia","Background: Anemia is among the major public health problems that cause significant morbidity and mortality among children around the world. Anemia in children of age 6 months to 5 years is a major health problem in most developing world countries with estimated prevalence of about 43%. Objective: To determine the magnitude, associated factors and morphological types of anemia among hospitalized 6–59 months age children from June 15 to October 15, 2022 at Jimma Medical Center, southwest Ethiopia. Methodology: Hospital-based cross-sectional study design was conducted from June 15 to October 15, 2022 at Jimma Medical Center, involving 383 hospitalized children aged 6–59 months by employing convenient sampling technique. Data of sociodemographic characteristics and other associated factors of the study individuals waere collected using a pre-structured questionnaire. Clinical data were collected by physical examination and from history of client by medical interns and nurses. Then 3 mL venous blood was collected and analyzed for complete blood count. Data were coded, cleared and entered into EpiData version 4.6 and exported to SPSS version 25 for analysis. Bivariable and multivariable binary logistic regression was used to identify associated factors. Results: The overall prevalence of anemia among hospitalized 6–59 months age children was 57.2%; out of them 30.82% were moderate. In the present study children with malaria infection, AOR = 1.15 (95% CI: 0.017, 0.781), Cchildren with severe malnutrition, AOR = 2.046 (95% CI: 0.306, 1.366), and children with low family income, AOR = 2.6 (95% CI 0.475, 0.894) were independent variables associated with anemia. Conclusion and Recommendation: Anemia among study participants is found to be a severe public health problem. Based on this finding, more intervention is needed with health education on nutrition and child feeding. © 2024 Kebede et al.",6–59 months; anemia; magnitude; morphological types; southwest Ethiopia,,"Magnitude, Associated Factors and Morphological Types of Anemia Among Hospitalized 6–59 Months Age Children at Jimma Medical Center, Southwest Ethiopia – A Hospital-Based Cross-Sectional Study",NO
2024.0,diagnostics,"Department of Electronics and Communication Engineering (ECE), R.R. Institute of Technology, Bangalore (RRIT Bangalore), Affiliated to Visvesveraya Technological University, Belagavi, India; Faculty at Department of ECE, New Horizon College of Engineering (NHCE), Bangalore, India","Malaria continues to be a serious problem for public health because of its occurrence in tropical and subtropical areas with inadequate healthcare systems and few resources. For prompt intervention and treatment of malaria, effective and precise diagnosis is essential. Professional pathologists examine blood smear films by hand to get a microscopic diagnosis and another way they will do a rapid antigen malaria test which produces the result of 50% accuracy. Convolutional neural network (CNN) is a type of deep learning (DL) model that has been effectively used for a variety of image recognition applications. Our suggested approach uses, improved machine learning (IML) methods like support vector machine (SVM)+principal component analysis (PCA) fit, SVM+t-distributed stochastic neighbor embedding (t-SNE) fit, and CNN architecture with an accuracy of 86.23%, 88.27%, and 97.16% accuracy respectively, to combine feature extraction, data augmentation, and modify the layers by including the SVM algorithm in the final layer of the CNN architecture. The proposed method will significantly reduce pathologists' burden by automating the identification of malaria and improving diagnosis accuracy in resource-constrained contexts. © 2024 Institute of Advanced Engineering and Science. All rights reserved.",CNN; Data augmentation; Feature extraction; PCA; t-SNE,,Malaria cell identification using improved machine learning and modified deep learning architecture,YES
2024.0,surveillance and outbreak monitoring,"State Key Laboratory of Pathogen and Biosecurity, Academy of Military Medical Science, Beijing, China; Department of Epidemiology and Biostatistics, School of Public Health, Wuhan University, Wuhan, China; The 949th Chinese PLA Hospital, Altay, China; Center for Disease Control and Prevention of Chinese People’s Armed Police Forces, Beijing, China; Institute of NBC Defense, PLA Army, Beijing, China; Qingdao Municipal Center for Disease Control and Prevention, Qingdao, China; Center for Public Health Surveillance and Information Service, Chinese Center for Disease Control and Prevention, Beijing, China","Background Understanding and mapping the distribution of sandflies and sandfly-associated pathogens (SAPs) is crucial for guiding the surveillance and control effort. However, their distribution and the related risk burden in China remain poorly understood. Methods We mapped the distribution of sandflies and SAPs using literature data from 1940 to 2022. We also mapped the human visceral leishmaniasis (VL) cases using surveillance data from 2014 to 2018. The ecological drivers of 12 main sandfly species and VL were identified by applying machine learning, and their distribution and risk were predicted in three time periods (2021–2040, 2041–2060, and 2061–2080) under three scenarios of climate and socioeconomic changes. Results In the mainland of China, a total of 47 sandfly species have been reported, with the main 12 species classified into three clusters according to their ecological niches. Additionally, 6 SAPs have been identified, which include two protozoa, two bacteria, and two viruses. The incidence risk of different VL subtypes was closely associated with the distribution risk of specific vectors. The model predictions also revealed a substantial underestimation of the current sandfly distribution and VL risk. The predicted areas affected by the 12 major species of sandflies and the high-risk areas for VL were found to be 37.9–1121.0% and 136.6% larger, respectively, than the observed range in the areas. The future global changes were projected to decrease the risk of mountain-type zoonotic VL (MT-ZVL), but anthroponotic VL (AVL) and desert-type zoonotic VL (DT-ZVL) could remain stable or slightly increase. Conclusions Current field observations underestimate the spatial distributions of main sandfly species and VL in China. More active surveillance and field investigations are needed where high risks are predicted, especially in areas where the future risk of VL is projected to remain high or increase. © 2024 Hong et al.",,"China National Funds for Distinguished Young Scientists, (81825019); China National Funds for Distinguished Young Scientists; National Key Research and Development Program of China, NKRDPC, (2021YFC2302004); National Key Research and Development Program of China, NKRDPC",Mapping the distribution of sandflies and sandfly-associated pathogens in China,YES
2024.0,outbreak monitoring,"Department of Computer Science and Engineering, Green University of Bangladesh, Kanchon, 1460, Bangladesh; Department of Mathematics, Shahjalal University of Science and Technology, Sylhet, 3114, Bangladesh; Department of Mathematics, University of Dhaka, Dhaka, 1000, Bangladesh; Department of Computer Science and Engineering, Shahjalal University of Science and Technology, Sylhet, 3114, Bangladesh","This article introduces a novel mathematical model analyzing the dynamics of Dengue in the recent past, specifically focusing on the 2023 outbreak of this disease. The model explores the patterns and behaviors of dengue fever in Bangladesh. Incorporating a sinusoidal function reveals significant mid-May to Late October outbreak predictions, aligning with the government's exposed data in our simulation. For different amplitudes (A) within a sequence of values (A = 0.1 to 0.5), the highest number of infected mosquitoes occurs in July. However, simulations project that when βM = 0.5 and A = 0.1, the peak of human infections occurs in late September. Not only the next-generation matrix approach along with the stability of disease-free and endemic equilibrium points are observed, but also a cutting-edge Machine learning (ML) approach such as the Prophet model is explored for forecasting future Dengue outbreaks in Bangladesh. Remarkably, we have fitted our solution curve of infection with the reported data by the government of Bangladesh. We can predict the outcome of 2024 based on the ML Prophet model situation of Dengue will be detrimental and proliferate 25 % compared to 2023. Finally, the study marks a significant milestone in understanding and managing Dengue outbreaks in Bangladesh. © 2024",Awareness; Basic reproduction number; Dengue; Machine learning; Prophet model; Time-series forecasting,"World Health Organization, WHO",Mathematical analysis and prediction of future outbreak of dengue on time-varying contact rate using machine learning approach,YES
2024.0,diagnostics,"University of Wah, Department of Computer Science, Wah Cantt, Pakistan; National University of Technology (NUTECH), Islamabad, Pakistan; Department of Information Sciences, University of Education Lahore, Jauharabad Campus, Jauharabad, Pakistan; Noroff University College, Kristiansand, Norway; Artificial Intelligence Research Center (AIRC), Ajman University, Ajman, United Arab Emirates; MEU Research Unit, Middle East University, Amman, Jordan; Department of Electrical and Computer Engineering, Lebanese American University, Byblos, Lebanon; Department of Software, Kongju National University, Cheonan, South Korea","Malaria disease can indeed be fatal if not identified and treated promptly. Due to advancements in the malaria diagnostic process, microscopy techniques are employed for blood cell analysis. Unfortunately, the diagnostic process of malaria via microscopy depends on microscopic skills. To overcome such issues, machine/deep learning algorithms can be proposed for more accurate and efficient detection of malaria. Therefore, a method is proposed for classifying malaria parasites that consist of three phases. The bilateral filter is applied to enhance image quality. After that shape-based and deep features are extracted. In shape-based pyramid histograms of oriented gradients (PHOG) features are derived with the dimension of N × 300. Deep features are derived from the residual network (ResNet)-50, and ResNet-18 at fully connected layers having the dimension of N × 1, 000 respectively. The features obtained are fused serially, resulting in a dimensionality of N × 2, 300. From this set, N × 498 features are chosen using the generalized normal distribution optimization (GNDO) method. The proposed method is accessed on a microscopic malarial parasite imaging dataset providing 99% classification accuracy which is better than as compared to recently published work. Copyright 2024 Amin et al.",Ensemble; GNDO; KNN; Malaria; PHOG; SVM,,Microscopic parasite malaria classification using best feature selection based on generalized normal distribution optimization,YES
2024.0,pronostics,"Department of Genetics, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States; Institute for Immunology and Immune Health, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States; Epigenetics Institute, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States; Institute for Diabetes, Obesity and Metabolism, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States; Department of Surgery, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States; Department of Pathology and Laboratory Medicine, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States; Abramson Family Cancer Research Institute, University of Pennsylvania Perelman School of Medicine, Philadelphia, 19104, PA, United States","Type 1 diabetes (T1D) is a chronic condition in which beta cells are destroyed by immune cells. Despite progress in immunotherapies that could delay T1D onset, early detection of autoimmunity remains challenging. Here, we evaluate the utility of machine learning for early prediction of T1D using single-cell analysis of islets. Using gradient-boosting algorithms, we model changes in gene expression of single cells from pancreatic tissues in T1D and non-diabetic organ donors. We assess if mathematical modeling could predict the likelihood of T1D development in non-diabetic autoantibody-positive donors. While most autoantibody-positive donors are predicted to be non-diabetic, select donors with unique gene signatures are classified as T1D. Our strategy also reveals a shared gene signature in distinct T1D-associated models across cell types, suggesting a common effect of the disease on transcriptional outputs of these cells. Our study establishes a precedent for using machine learning in early detection of T1D. © 2024 The Author(s)",autoantibody-positive; human islets; machine learning; single-cell RNA-seq; type 1 diabetes,"Chan Zuckerberg Initiative, CZI; W. W. Smith Charitable Trust; Alfred P. Sloan Foundation, APSF; Burroughs Wellcome Fund, BWF; National Institutes of Health, NIH, (U01DK112217, R01HL145754, U01DK127768); National Institutes of Health, NIH",Modeling type 1 diabetes progression using machine learning and single-cell transcriptomic measurements in human islets,YES
2024.0,diagnostics and policy planning,"Department of CS & IT, Kalinga University, Raipur, India","Malaria is an unmoving real common well-being apprehension in Asian nations like the Republic of India, where the state characterizes approximately 55% of the session events cutting-edge the infirmaries. They are usually distinguished by the absence of appropriate therapeutic care provision and the often late and error-prone diagnosis of the condition. In particular, commonly used devices such as the Rapid Diagnosis Test (RDT) are not completely dependable. They are primarily notable for their failure to provide adequate medical treatment and their tendency to diagnose the disease late and incorrectly. For example, widely used devices like the RDT are not consistent. To improve public health management actions, this work offers a unique augmented tree with penguin search optimization (AT+PSO) methodology for malaria forecasting. The suggested method combines the PSO algorithm with the augmented tree model, also known as random forest (RF). In the preprocessing stage, raw data samples are subjected to data normalization. Then, we applied the PSO to improve the characteristics of the RF model after successfully predicting malaria with the RF. The Python program is used to implement the suggested technique and analyze performance using a range of measures, including accuracy (0.988), sensitivity (0.987), specificity (0.991), F1-score (0.988), and MCC (0.975). In summary, our suggested approach produced the best results in terms of accuracy as opposed to other current strategies for predicting malaria to improve governance of public health. © 2024, Jacobs Verlag. All rights reserved.",augmented tree with penguin search optimization (AT+PSO); Malaria; management; prediction; public health; random forest (RF),,Novel AI-driven Malaria Prediction for Optimizing Public Health Management,YES
2024.0,outbreak monitoring,"Institute for Advanced Modeling and Simulation, University of Nicosia, Nicosia, CY-2417, Cyprus; Laboratory of Applied Mathematics, University of Crete, Heraklion, GR-70013, Greece","Understanding the dispersion of particles in enclosed spaces is crucial for controlling the spread of infectious diseases. This study introduces an innovative approach that combines an unsupervised learning algorithm with a Gaussian mixture model to analyze the behavior of saliva droplets emitted from a coughing individual. The algorithm effectively clusters data, while the Gaussian mixture model captures the distribution of these clusters, revealing underlying sub-populations and variations in particle dispersion. Using computational fluid dynamics simulation data, this integrated method offers a robust, data-driven perspective on particle dynamics, unveiling intricate patterns and probabilistic distributions previously unattainable. The combined approach significantly enhances the accuracy and interpretability of predictions, providing valuable insights for public health strategies to prevent virus transmission in indoor environments. The practical implications of this study are profound, as it demonstrates the potential of advanced unsupervised learning techniques in addressing complex biomedical and engineering challenges and underscores the importance of coupling sophisticated algorithms with statistical models for comprehensive data analysis. The potential impact of these findings on public health strategies is significant, highlighting the relevance of this research to real-world applications. © 2024 Author(s).",,"Environment Executive Agency; European Union's Horizon Europe Research and Innovation Actions Programme, (101069937)",On particle dispersion statistics using unsupervised learning and Gaussian mixture models,YES
2024.0,policy planning,"Department of Mathematics, PMAS Arid Agriculture University, Rawalpindi, 46000, Pakistan; Department of Mathematics, COMSATS University Islamabad, Islamabad Campus, 44000, Pakistan; Department of Mathematics, University of Illinois at Urbana-Champaign, Urbana, IL, United States","The increasing incidence of Chikungunya virus (CHIKV) as an important public health issue led to the investigation of novel approaches to disease control. In this study, we analyze Chikungunya epidemic model in the presence of Wolbachia-infected mosquitoes, which is a promising biological approach for controlling vector-borne diseases. The basic reproduction number (R0) of the proposed model is calculated using the next generation matrix approach. In this study, we utilize a hybrid methodology that combines the genetic algorithm (GA) and interior point algorithm (IPA) to numerically solve the proposed Chikungunya epidemic model. Our investigation examines the impact of key parameters, such as biting rate, reproduction rate, mortality rate, and transmission probability, on the complex dynamics of disease classes. This analysis provides valuable insights into the transmission dynamics of Chikungunya and highlights the potential effectiveness of interventions based on Wolbachia. We conclude that the numerical findings produced using the hybrid GA and IPA are in good agreement with those obtained using the traditional fourth-order Runge-Kutta (RK4) approach.  © 2024 World Scientific Publishing Europe Ltd.",basic reproduction number; Chikungunya; disease-free equilibrium (DFE) points; genetic algorithm (GA); interior point algorithm (IPA); mathematical modeling; neural network; Wolbachia,,Optimizing Chikungunya epidemiology control with Wolbachia using artificial neural network-based evolutionary algorithms,NO
2024.0,treatment monitoring,"Division of Chest Medicine, Department of Internal Medicine, Changhua Christian Hospital, Changhua, Taiwan; Institute of Genomics and Bioinformatics, National Chung Hsing University, Taichung, Taiwan; Ph.D. Program in Medical Biotechnology, National Chung Hsing University, Taichung, Taiwan; Respiratory Therapy Section for Adult, Changhua Christian Hospital, Changhua, Taiwan; Department of Applied Mathematics, Institute of Statistics, National Chung Hsing University, Taichung, Taiwan; Department of Computer Science and Information Engineering, Chaoyang University of Technology, Taichung, Taiwan","Background: The success and failure of extubation of patients with acute respiratory failure is a very important issue for clinicians, and the failure of the ventilator often leads to possible complications, which in turn leads to a lot of doubts about the medical treatment in the minds of the people, so in order to increase the success of extubation success of the doctors to prevent the possible complications, the present study compared different time series algorithms and different activation functions for the training and prediction of extubation success or failure models. Methods: This study compared different time series algorithms and different activation functions for training and predicting the success or failure of the extubation model. Results: The results of this study using four validation methods show that the GRU model and Tanh’s model have a better predictive model for predicting the success or failure of the extubation and better predictive result of 94.44% can be obtained using Holdout cross-validation validation method. Conclusion: This study proposes a prediction method using GRU on the topic of extubation, and it can provide the doctors with the clinical application of extubation to give advice for reference. Copyright © 2024 Huang, Lin, Chi, Hsu and Xu.",deep learning; extubation; smart healthcare; time series; weaning,"Changhua Christian Hospital Research Program, (112-NCHU-CCH-012)",Optimizing extubation success: a comparative analysis of time series algorithms and activation functions,YES
2024.0,policy planning,"Department of Biostatistics, High Institute of Public Health, Alexandria University, Alexandria, Egypt","A secondary data analysis of the 2022 Philippine National Demographic and Health Survey (PNDHS) was conducted to explore the underlying structure of knowledge regarding communicable and noncommunicable diseases using multilevel confirmatory factor analysis (CFA). The PNDHS data consist of two levels: level-1 represents within-household data (household questionnaire), and level-2 represents between-household data (primary sampling unit (PSU)). Therefore, a two-level CFA and two-level variance CFA were performed. Furthermore, a multigroup analysis assessed the structural differences between males/females and urban/rural groups. In the PNDHS survey, 30,372 household interviews were completed. Knowledge levels for cancer, heart disease, diabetes, dengue fever, TB, and COVID-19 were 96.7%, 94.9%, 97.8%, 98.4%, 96.7%, and 92.8%, respectively. The two-level CFA indicated that the coefficient loadings of each item for both levels were statistically significant (Z-test, P < 0.001). Regarding two-level variance CFA, the variance at level-1 was higher than that at level-2 (13 and 6.7, respectively). The multigroup analysis revealed that the model was non-invariant (not equal) across gender and residence (likelihood ratio test; P < 0.001, P < 0.001, respectively). In conclusion, level-1 has greater effect than does level-2 because the variance in level-1 is greater than that in level-2, the knowledge of COVID-19 has the lowest loading compared to other items, and rural/urban areas and females/males exhibit different levels of health knowledge. © The Author(s) 2024.",DHS; Health knowledge; ML-CFA; The Philippines,,"Overall health knowledge in the Philippines, multilevel confirmatory factor analysis of the Philippine National Demography Health Survey 2022 data",NO
2024.0,policy planning,"Vector Genetics Laboratory, Department of Pathology, Microbiology, and Immunology, University of California—Davis, Davis, CA, United States; Mosquito Genomics, QIMR Berghofer Medical Research Institute, Herston, QLD, Australia; Centro Nacional de Endemias, Ministério da Saúde, Trabalho e Assuntos Sociais, São Tomé, Sao Tome and Principe; Mosquito Control Research Laboratory, Department of Entomology and Nematology, University of California, Parlier, CA, United States; Global Health and Tropical Medicine, Instituto de Higiene e Medicina Tropical, Universidade Nova de Lisboa, Lisboa, Portugal","The malaria vector Anopheles coluzzii is widespread across West Africa and is the sole vector species on the islands of São Tomé and Príncipe. Our interest in the population genetics of this species on these islands is part of an assessment of their suitability for a field trial involving the release of genetically engineered A. coluzzii. The engineered construct includes two genes that encode anti-Plasmodium peptides, along with a Cas9-based gene drive. We investigated gene flow among A. coluzzii subpopulations on each island to estimate dispersal rates between sites. Sampling covered the known range of A. coluzzii on both islands. Spatial autocorrelation suggests 7 km to be the likely extent of dispersal of this species, whereas estimates based on a convolutional neural network were roughly 3 km. This difference highlights the complexity of dispersal dynamics and the value of using multiple approaches. Our analysis also revealed weak heterogeneity among populations within each island but did identify areas weakly resistant or permissive of gene flow. Overall, A. coluzzii on each of the two islands exist as single Mendelian populations. We expect that a gene construct that includes a low-threshold gene drive and has minimal fitness impact should, once introduced, spread relatively unimpeded across each island. © 2024 The Author(s). Evolutionary Applications published by John Wiley & Sons Ltd.",gene flow; genetically engineered mosquito; genomics; malaria; mosquito dispersal,"Ministry of Health, MOH; National Malaria Control Program; University of California Malaria Initiative, UCMI, (A17‐0209); University of California Malaria Initiative, UCMI",Patterns of Gene Flow in Anopheles coluzzii Populations From Two African Oceanic Islands,YES
2024.0,drug discovery,"Fraunhofer Institute for Translational Medicine and Pharmacology (ITMP), Schnackenburgallee 114, Hamburg, 22525, Germany; Fraunhofer Cluster of Excellence for Immune-Mediated Diseases (CIMD), Schnackenburgallee 114, Hamburg, 22525, Germany; Department of Pharmacy, University of Pisa, Via Bonanno 6, Pisa, 56126, Italy; Bonn-Aachen International Center for Information Technology (B-IT), University of Bonn, Bonn, 53113, Germany","According to the World health Organization there are a group of 20 diverse infectious Neglected Tropical Disease (NTD) conditions that primarily affect populations in low-income and developing regions. Despite the limited attention and funding compared to other health concerns, significant efforts to develop drugs for treating and controlling NTDs have been made. However, there is room for developing NTD drugs with improved safety, efficacy and ecotoxicological profiles. In order to facilitate this, we have adapted our existing validated data-driven workflows for understanding disease comorbidity to systematically evaluate the approved drugs that target the major World Health Organization defined NTDs. The foundation for this work comprised assembling the physicochemical, biological and clinical properties of each NTD drug and identifying patterns that reveal the underlying cause of their efficacy and side-effect profiles. Subsequently, computational methods were employed to identify analogs with potentially improved profiles and validated in a case study focusing on the teratogenic antileishmanial drug miltefosine. The wider impact of NTD drugs with regards to a One Health cross-disciplinary perspective at the human-animal-environment interface are also discussed. © 2024",Drug discovery; Drug repurposing; Knowledge graph; Neglected tropical diseases (NTDs); One health,"European Commission, EC; Erasmus+; HORIZON EUROPE Framework Programme, (101046203); HORIZON EUROPE Framework Programme; European Cooperation in Science and Technology, COST, (CA21111); European Cooperation in Science and Technology, COST",Pharmacological profiles of neglected tropical disease drugs,YES
